task,rank,rank_label,width,test_mse,train_mse,recovery_slope,high_low_ratio,approx_floor,opt_residual,gen_term,bound_proxy,final_step
sparse,13,13,32768,0.3050648722570168,0.12422180728729439,-0.6730539037316051,0.2422548893223803,0.19777301640203604,0.1092574129457026,0.005369632483496844,0.3124000618312355,1600
sparse,14,14,32768,0.30869870813991185,0.12457213839406645,-0.6913756067325151,0.22025450453803422,0.1973963974967146,0.11044486003875122,0.005510010776802077,0.3133512683122679,1600
sparse,15,15,32768,0.3186277670411459,0.1248190295172686,-0.7078725995921709,0.19968805473953158,0.19709112833678868,0.11135376378101602,0.005641325900444227,0.31408621801824893,1600
sparse,16,16,32768,0.32146436769533776,0.12499493239201026,-0.7229564560536687,0.18055796243092842,0.19684031470956595,0.1120633127990395,0.005764677498362222,0.3146683050069677,1600
sparse,17,17,32768,0.3143637368813075,0.12512117245133267,-0.736931591574639,0.1628445561709858,0.1966317735751851,0.11262696250933638,0.005880976478386612,0.31513971256290807,1600
sparse,18,18,32768,0.30864373307974197,0.12521207079994565,-0.750025582916356,0.14651110341552356,0.1964565418583193,0.11308166272746006,0.005990985876199735,0.3155291904619791,1600
sparse,19,19,32768,0.3129974956135507,0.12527743766465532,-0.7624105368731534,0.13150797680964374,0.1963079078066733,0.11345351555471758,0.006095351225386412,0.3158567745867773,1600
sparse,20,20,32768,0.3212204435378608,0.12532411638755503,-0.774218142330687,0.11777610932728759,0.1961807657569952,0.11376133126764462,0.006194623510023564,0.3161367205346634,1600
sparse,21,21,32768,0.3217749850309349,0.12535696039560773,-0.7855503269198418,0.10524985458323913,0.1960711766097664,0.1140189149052855,0.0062892767728696276,0.3163793682879215,1600
sparse,22,22,32768,0.31455018263782114,0.12537946399061556,-0.7964868627708134,0.09385934391580984,0.19597606237904608,0.11423656842200652,0.006379721806242145,0.31659235260729474,1600
sparse,23,23,32768,0.31054081053479404,0.12539417741419318,-0.8070908469575984,0.08353241501180299,0.19589299006069574,0.11442209748877613,0.0064663169269709485,0.3167814044764429,1600
sparse,24,24,32768,0.3156391415785945,0.12540298486729798,-0.8174126911607658,0.07419617470033897,0.19582001618783818,0.11458149908713723,0.006549376550328599,0.316950891825304,1600
sparse,25,25,32768,0.32240741341553786,0.12540729386702038,-0.8274930565302767,0.06577824932313502,0.19575557336387947,0.1147194394290269,0.006629178081356527,0.3171041908742629,1600
sparse,26,26,32768,0.3212858345445117,0.125408166243583,-0.8373650350650327,0.05820776878005955,0.1956983863081677,0.11483959163610873,0.0067059675049133335,0.3172439454491897,1600
sparse,27,27,32768,0.3143938150400472,0.1254064100912265,-0.847055787391074,0.05141612433979441,0.19564740896205432,0.11494487800446147,0.0067799639586079,0.3173722509251237,1600
sparse,28,28,32768,0.3120380306474141,0.12540264518946345,-0.8565877844353368,0.045337535220025434,0.19560177683073532,0.11503764630134633,0.0068513635029197485,0.3174907866350014,1600
sparse,29,29,32768,0.3176058467035509,0.1253973501360052,-0.8659797576270805,0.039909454543359,0.19556077048694118,0.11511979976022041,0.006920342251913134,0.3176009124990747,1600
sparse,30,30,32768,0.32296080619690226,0.12539089670023618,-0.8752474325632059,0.035072841412839,0.19552378734772866,0.11519289411538816,0.006987058990417677,0.3177037404535345,1600
sparse,31,31,32768,0.3205577242279421,0.1253835751326203,-0.8844041003178853,0.030772322425559436,0.19549031964987307,0.11525821086185035,0.007051657375555284,0.3178001878872787,1600
sparse,32,32,32768,0.3142678042290225,0.12537561299727307,-0.8934610659367521,0.026956262887784962,0.19545993711645548,0.11531681315336893,0.007114267799396348,0.31789101806922077,1600
sparse,33,33,32768,0.3134094321368611,0.12536718931463908,-0.902428003234308,0.023576765263499815,0.19543227320724063,0.11536958887514076,0.00717500897347328,0.31797687105585465,1600
sparse,34,34,32768,0.31915652789077287,0.12535844527301468,-0.9113132375270521,0.020589609945942108,0.19540701413093609,0.11541728413973638,0.007233989283550086,0.31805828755422255,1600
sparse,35,35,32768,0.32312868187880794,0.12534949240556803,-0.9201239725094088,0.017954151261455168,0.19538389000345283,0.11546052955979857,0.007291307953497669,0.31813572751674907,1600
sparse,36,36,32768,0.31977478071350496,0.1253404188783219,-0.9288664735135079,0.015633179674451467,0.19536266768651342,0.11549986102108009,0.0073470560496697365,0.31820958475726324,1600
sparse,37,37,32768,0.3142721773182161,0.12533129435834314,-0.937546216470402,0.013592759441746536,0.19534314495155847,0.11553573623099676,0.007401317351310792,0.318280198533866,1600
sparse,38,38,32768,0.314722109864449,0.12532217380643773,-0.9461680097179452,0.011802049446007393,0.19532514569607917,0.1155685479951939,0.0074541691078832475,0.31834786279915633,1600
sparse,39,39,32768,0.3203861437641605,0.12531310044917507,-0.9547360941737739,0.01023311360473702,0.19530851600108803,0.11559863494003078,0.00750568270049747,0.31841283364161627,1600
sparse,40,40,32768,0.3230290011227205,0.12530410812038553,-0.9632542261645091,0.008860726087081145,0.19529312086496498,0.11562629022668063,0.0075559242216572215,0.31847533531330285,1600
sparse,41,41,32768,0.3190213407088815,0.12529522311510283,-0.9717257462697388,0.007662175560504625,0.1952788414843352,0.11565176867497404,0.007604954985134621,0.31853556514444387,1600
sparse,42,42,32768,0.3144319719404608,0.12528646566423127,-0.9801536368258474,0.00661707181842514,0.1952655729797964,0.11567529261979574,0.007652831975842146,0.3185936975754343,1600
sparse,43,43,32768,0.3159846288167165,0.12527785111250406,-0.9885405701853054,0.005707157394292311,0.19525322248528257,0.11569705675104354,0.007699608247980684,0.3186498874843068,1600
sparse,44,44,32768,0.3213401270324544,0.1252693908630941,-0.996888949401205,0.0049161261341779455,0.19524170753615036,0.11571723213364964,0.007745333278439855,0.31870427294823983,1600
sparse,45,45,32768,0.3227361163595093,0.1252610931377964,-1.0052009426748332,0.004229450166296359,0.19523095470381782,0.11573596956248661,0.007790053281353202,0.31875697754765764,1600
sparse,46,46,32768,0.31834535404702285,0.12525296359076807,-1.0134785126436945,0.003634216260421649,0.1952208984348107,0.1157534023748848,0.007833811488821953,0.3188081122985174,1600
sparse,47,47,32768,0.3147450340579239,0.12524500580547898,-1.021723441382096,0.0031189722021750985,0.19521148006000175,0.11576964881861233,0.007876648402082005,0.3188577772806961,1600
sparse,48,48,32768,0.31718597617618766,0.1252372216981429,-1.029937351823604,0.002673583506742737,0.19520264694613548,0.11578481405376724,0.007918602016771574,0.3189060630166743,1600
sparse,49,49,32768,0.32204683292314007,0.12522961184597392,-1.0381217261849782,0.002289100554729199,0.19519435176677266,0.11579899185180564,0.007959708025439657,0.318953051644018,1600
sparse,50,50,32768,0.3223061326347175,0.125222175754802,-1.0462779218672913,0.0019576360413790044,0.1951865518738387,0.11581226604291837,0.008,0.3189988179167571,1600
dense,1,1,32768,1.2631748440997739,0.5342322731350785,-0.32517241379310347,0.3919147464737058,0.6907691883001457,0.560150848069289,0.001762914343888821,1.2526829507133237,1600
dense,2,2,32768,0.7342241099351999,0.2995982513156925,-0.2853846153846154,0.5360921243933001,0.48240392521425246,0.25077876152882533,0.002794153127047222,0.735976839870125,1600
dense,3,3,32768,0.5142519314938292,0.19794309501701934,-0.27,0.5830286856683283,0.4245829310049606,0.09678986112573529,0.003525828687777642,0.5248986208184735,1600
dense,4,4,32768,0.44269718184224555,0.15992874258787163,-0.2853846153846154,0.5822098083412078,0.4008233852739485,0.04164812586051654,0.004093360343955374,0.4465648714784204,1600
dense,5,5,32768,0.4553079338981363,0.16075995369610607,-0.32517241379310347,0.5644271843290279,0.38883907344222374,0.052775114346485026,0.005757067470936043,0.4473712552596448,1600
dense,6,6,32768,0.4754880061905036,0.17112459602856017,-0.3758823529411765,0.539887896757311,0.38197443478343934,0.07843715050829016,0.007349126260482232,0.4677607115522117,1600
dense,7,7,32768,0.4810154562518683,0.17928228076418165,-0.4410975609756098,0.5125916927662867,0.37768524139698134,0.09787721365995733,0.008888743031666462,0.48445119808860515,1600
dense,8,8,32768,0.48665080102178226,0.18447362641916001,-0.49799098974610423,0.4842672074376144,0.3748301343127695,0.11047374762040915,0.010388306254094443,0.49569218818727306,1600
dense,9,9,32768,0.5018311579187836,0.18770796911919882,-0.5463837044633262,0.45576299940583553,0.3728357951764991,0.11860030136721943,0.011856274687844195,0.5032923712315628,1600
dense,10,10,32768,0.5164511765573165,0.18976471957525035,-0.5870978986626323,0.427559074186472,0.3713888463668897,0.12399832220558471,0.013298681622198213,0.5086858501946726,1600
dense,11,11,32768,0.5181529252145335,0.19110900770913763,-0.6214909436272612,0.39996122064417755,0.37030636255103516,0.1277075155140308,0.014719981814824864,0.5127338598798908,1600
dense,12,12,32768,0.5114132360966571,0.19201079245183436,-0.6508966695455048,0.3731791211951846,0.3694757966723985,0.13033862931202028,0.016123558257806835,0.5159379842422256,1600
dense,13,13,32768,0.5111049867647833,0.192629723966302,-0.6764329816692697,0.34736088976366436,0.36882485020970485,0.1322589735658505,0.017512040604371053,0.5185958643799264,1600
dense,14,14,32768,0.5212771656784166,0.193062906983696,-0.6989771368778168,0.3226105812547874,0.3683053758575373,0.13369640952059358,0.018887513471002596,0.5208892988491335,1600
dense,15,15,32768,0.530251287625227,0.19337108787055207,-0.7191985132044951,0.2989985526612452,0.36788431494729473,0.13479666141912466,0.02025165737555528,0.5229326337419746,1600
dense,16,16,32768,0.5282508182631912,0.19359327274329305,-0.7376028434560651,0.27656847982207533,0.3675383651166427,0.13565558917778464,0.021605846872952778,0.52479980116738,1600
dense,17,17,32768,0.5213720250696082,0.19375511401584025,-0.754572049184187,0.25534258006942856,0.3672507221726691,0.13633790198498613,0.022951220597983265,0.5265398447556385,1600
dense,18,18,32768,0.5221951050749476,0.19387385589556935,-0.7703958855427746,0.23532572917780917,0.36700902325285417,0.13688832856482006,0.02428873234524967,0.5281860841629239,1600
dense,19,19,32768,0.5315622695522684,0.19396132597624666,-0.7852957994348153,0.21650881469639371,0.3668040107678252,0.13733846619781603,0.025619189031733013,0.5297616659973743,1600
dense,20,20,32768,0.5379496319820789,0.19402578774204557,-0.7994425131506876,0.19887151797590452,0.3666286424234416,0.1377110852187277,0.026943279387529454,0.5312830070296988,1600
dense,21,21,32768,0.5345287548159525,0.19407311284181902,-0.8129688761721623,0.18238464596456258,0.3664774849789881,0.13802289699060877,0.02826159596608703,0.5327619779356838,1600
dense,22,22,32768,0.5287494891068029,0.1941075380913383,-0.8259792522299525,0.1670120961750758,0.36634629293661525,0.13828637230032367,0.02957465225780268,0.5342073174947416,1600
dense,23,23,32768,0.5310733119063041,0.19413216370277606,-0.8385564004411791,0.15271251618926146,0.36623171042854585,0.13851096011799216,0.03088289615871368,0.5356255667052516,1600
dense,24,24,32768,0.5398710146484823,0.19414928712031307,-0.8507665499482095,0.13944070504467873,0.36613105681081126,0.13870391994758718,0.032186720687910744,0.5370216974463091,1600
dense,25,25,32768,0.5442635981945779,0.19416063049363683,-0.8626631699581014,0.12714879432021578,0.36604217015707513,0.1388709003614536,0.033486472601695655,0.5383995431202244,1600
dense,26,26,32768,0.5401002602466208,0.19416749813317352,-0.8742897932158389,0.11578723992906194,0.3659632914595416,0.13901634777002633,0.03478245938114166,0.5397620986107096,1600
dense,27,27,32768,0.5356506545572304,0.194170887109996,-0.885682148299378,0.10530565056220786,0.3658929778786956,0.13914379968961124,0.03607495494825987,0.5411117325165667,1600
dense,28,28,32768,0.539258400541292,0.19417156601144714,-0.8968697835165355,0.09565347482834612,0.3658300370079107,0.13925609815426135,0.037364204378649686,0.5424503395408218,1600
dense,29,29,32768,0.5473622110542364,0.19417013173676895,-0.9078773139215688,0.08678056604909129,0.36577347653371195,0.13935554707816153,0.03865042781489142,0.5437794514267649,1600
dense,30,30,32768,0.5500581049340986,0.19416705094055026,-0.9187253867053724,0.07863764116054225,0.3657224653072119,0.13944402971862777,0.039933823738022095,0.5451003187638618,1600
dense,31,31,32768,0.5455642077467001,0.19416269060528557,-0.9294314344477391,0.07117664808951576,0.36567630296534215,0.139523097359082,0.0412145717194441,0.5464139720438682,1600
dense,32,32,32768,0.5424907929010706,0.19415734082364902,-0.9400102673079962,0.06435105421064675,0.3656343960226972,0.13959403697513081,0.04249283474924544,0.5477212677470735,1600
dense,33,33,32768,0.5470933401998165,0.19415123193542289,-0.9504745419857593,0.05811606697643126,0.3655962389065388,0.13965792337517038,0.0437687612168416,0.5490229234985508,1600
dense,34,34,32768,0.5543578902157519,0.19414454753058194,-0.9608351356885705,0.05242879649501648,0.3655613988012911,0.13971565974810193,0.045042486604437604,0.5503195451538307,1600
dense,35,35,32768,0.5556014084456481,0.1941374343957408,-0.9711014463412146,0.04724836867338003,0.36552950345303836,0.1397680094671246,0.04631413494187209,0.551611647862035,1600
dense,36,36,32768,0.5510932528400339,0.19413001017982895,-0.9812816351239932,0.04253599651960501,0.36550023129174264,0.13981562123604432,0.04758382006208717,0.5528996725898742,1600
dense,37,37,32768,0.54937209781489,0.19412236934339344,-0.9913828236151989,0.0382550162871684,0.36547330338145995,0.13985904912173291,0.04885164668913849,0.5541839991923313,1600
dense,38,38,32768,0.5546805367531403,0.1941145878059453,-1.0014112549695429,0.03437089433117741,0.3654484768221781,0.13989876862576103,0.050117711384854054,0.5554649568327933,1600
dense,39,39,32768,0.5609912561390871,0.19410672659831787,-1.0113724264282307,0.03085120981928885,0.36542553931184557,0.13993518966424778,0.05138210337562184,0.5567428323517152,1600
dense,40,40,32768,0.561016090242693,0.19409883474929662,-1.0212711988406924,0.02766561778897664,0.36540430464133095,0.13996866711650813,0.052644905277071524,0.5580178770349106,1600
dense,41,41,32768,0.5567503619019288,0.1940909515790757,-1.0311118876476866,0.024785796459903035,0.3653846089439106,0.13999950944865278,0.05390619373141827,0.5592903121239816,1600
dense,42,42,32768,0.5563130332099264,0.19408310853037034,-1.0408983388326425,0.02218538218866989,0.3653663075583399,0.14002798580291062,0.055166039969802676,0.5605603333310532,1600
dense,43,43,32768,0.5620544808612927,0.19407533063706464,-1.0506339926209671,0.01983989498735332,0.3653492723934932,0.14005433185652638,0.05642451030997585,0.5618281145599955,1600
dense,44,44,32768,0.5673373512534325,0.19406763770714136,-1.0603219371429338,0.017726657111832165,0.365333389705035,0.14007875468810219,0.05768166659804981,0.563093810991187,1600
dense,45,45,32768,0.5663755144287266,0.1940600452792329,-1.0699649538355192,0.015824706856411946,0.36531855821216247,0.14010143683879958,0.0589375666016915,0.5643575616526535,1600
dense,46,46,32768,0.5625598820311819,0.19405256539893853,-1.0795655560131192,0.014114709363463814,0.3653046874962906,0.14012253971696578,0.06019226436102743,0.5656194915742838,1600
dense,47,47,32768,0.5633036656309076,0.1940452072509908,-1.0891260217644911,0.012578865966934276,0.36529169663448513,0.140142206464636,0.0614458105026025,0.5668797136017235,1600
dense,48,48,32768,0.5692271451765443,0.19403797767563508,-1.0986484221171138,0.01120082333313821,0.3652795130291524,0.14016056438087612,0.06269825252096446,0.568138329930993,1600
dense,49,49,32768,0.5734494732384716,0.19403088159162768,-1.1081346452378507,0.00996558343799123,0.36526807140244505,0.14017772697850156,0.06394963503179957,0.5693954334127462,1600
dense,50,50,32768,0.5717313116116297,0.19402392234363589,-1.117586417300798,0.008859415223777974,0.3652573129294327,0.14019379573616433,0.0652,0.5706511086655971,1600
