model,scenario,category,n_tasks,average_precision_mean,average_precision_ci95,average_precision_q10,auc_mean,auc_ci95,auc_q10,area_matched_iou_mean,area_matched_iou_ci95,area_matched_iou_q10,score_correlation_exact_mean,score_correlation_exact_ci95,score_correlation_exact_q10,relative_residual_mean,relative_residual_ci95,relative_residual_q10,success_ap80_mean,success_ap80_ci95,success_ap80_q10
exact,two obstacles,ID,16,0.9541901260559366,0.018362932486302254,0.9042090848775937,0.9986007327280886,0.0006005886593649453,0.9970021873207113,0.7953333224569303,0.056716447883250976,0.6654240447343895,1.0,0.0,1.0,2.2217745595298766e-05,8.504402161416275e-07,1.9862025510519743e-05,1.0,0.0,1.0
exact,wavenumber 12,OOD frequency,16,0.9771060432427832,0.007135322620990778,0.9536125754828757,0.9991185725029059,0.0002755400413213658,0.9981751250179101,0.8636244432549556,0.03112260401925316,0.7668918918918919,1.0,0.0,1.0,1.3896847349315067e-05,5.305492566118108e-07,1.252425954589853e-05,1.0,0.0,1.0
foundation,180-degree aperture,OOD aperture,16,0.7876343753870458,0.025494420578549715,0.7080652356433521,0.9894776570700535,0.001402648945367902,0.9859220500726024,0.5193604397391921,0.027350654448695524,0.44466403162055335,0.9991394325258559,0.00021021938046584867,0.998775952333609,0.2342942114919424,0.02714762894215248,0.15373233705759048,0.5,0.2530349119522179,0.0
foundation,30% noise,OOD noise,16,0.9298733466847576,0.01190182124122064,0.8971890836588026,0.9959016640652661,0.0008428902529848759,0.9934103031708552,0.7048413273516295,0.02658949648216626,0.6511784511784512,0.9919451612278725,0.0011351767166610054,0.9890814940200439,1.014165073633194,0.2204666603368923,0.5298571884632111,1.0,0.0,1.0
foundation,four obstacles,ID,16,0.9321393437694085,0.014965795368782972,0.8923351015562746,0.99596455978835,0.0010700748885998387,0.9931416608182259,0.7241914848797597,0.04162437757347466,0.6217757936507937,0.9966305198499212,0.00048125762794123017,0.9956132446577262,0.5121773164719343,0.07595995875581871,0.3393448442220688,1.0,0.0,1.0
foundation,heteroscedastic noise,OOD noise,16,0.9449683416791493,0.018181033175878367,0.8963533435250115,0.9976572944548568,0.0008833893624146461,0.9949343126452534,0.7510436447549723,0.03924214833592557,0.6622093023255814,0.9915739657709257,0.00171746075032967,0.9882200924579623,1.5627489909529686,0.18190576947410692,1.2332844138145447,1.0,0.0,1.0
foundation,mirrored kites,lsmlab-inspired,16,0.9337324983655724,0.01356129267280637,0.8963558149549826,0.9979754413038433,0.0006263766581606478,0.9958280933797785,0.743082803480593,0.02170378385505821,0.7100840336134454,0.9952167899161066,0.000873832447734033,0.9933946502101947,0.907383743673563,0.17102456080071238,0.4802229255437851,1.0,0.0,1.0
foundation,one obstacle,ID,16,0.9885861187423688,0.010236321693351988,0.9582178932178932,0.9998626890991619,0.00012357226070610304,0.9994702851030455,0.928456510809452,0.056244125086767335,0.7712418300653594,0.999979755817543,1.0207328698927344e-05,0.999956345052784,0.021454306232044473,0.021199844325854058,0.0024458018597215414,1.0,0.0,1.0
foundation,six obstacles,OOD count,16,0.7766693536548053,0.02978576082298583,0.7212014436969072,0.9758903277297529,0.005339320844674621,0.961549867697817,0.5197420701463201,0.036496708092878846,0.43208771537256657,0.9961280523294718,0.0007605493626519997,0.994301416756038,0.7157200742512941,0.2693661102363977,0.3885535001754761,0.375,0.245,0.0
foundation,three obstacles,ID,16,0.9277806570118815,0.01582007762699565,0.8874548007988019,0.9967235505252282,0.0008107015119969692,0.9945153400325217,0.7185434160315728,0.040018293689542,0.6243478260869566,0.9947392625003388,0.0009284956882590801,0.9923110358763355,1.4546569176018238,0.21482090710058727,0.9275181889533997,1.0,0.0,1.0
foundation,three stars,OOD shape,16,0.8433710319177531,0.018552247659986882,0.8005558124212877,0.9914376086385854,0.0017619647567488272,0.9871217849851761,0.5861336207739274,0.0265089689047343,0.5317028985507246,0.9956860813449195,0.0006371124782852328,0.9943381510142169,1.4103369861841202,0.21840117376958423,0.9131980836391449,0.9375,0.1225,1.0
foundation,two crescents,OOD shape,16,0.7105600680830743,0.05671435509167191,0.57490834244202,0.9946916291974435,0.0011597769372464282,0.992067424921736,0.48621296081014753,0.04998756589043256,0.36231884057971014,0.9965476946336038,0.0007709340000564904,0.9945078042034318,0.8328669331967831,0.13322036041985527,0.5120759159326553,0.25,0.21913466179497937,0.0
foundation,two obstacles,ID,16,0.9519460983872825,0.019062581792977363,0.9015959890713419,0.9985124784918493,0.0006280710499580517,0.9969154475043029,0.7870707985235528,0.05800861628242538,0.6654240447343895,0.9956760826680559,0.0008856812051345945,0.993402899222328,0.8540314603596926,0.20382755954856607,0.2949652373790741,1.0,0.0,1.0
foundation,wavenumber 12,OOD frequency,16,0.9793846816511618,0.007071544857995713,0.9606900053454938,0.9992184414698585,0.0002664668659240467,0.9985347853971451,0.869846113382289,0.02535622300239473,0.8012820512820513,0.9911184681315113,0.0010839124780052164,0.9893732998612574,1.8755819164216518,0.36935445241337705,0.8432249128818512,1.0,0.0,1.0
small,180-degree aperture,OOD aperture,16,0.7875262056501986,0.025618906224568343,0.7068531144312309,0.9894769651735271,0.0014007936223245495,0.9859353947934308,0.5193604397391921,0.027350654448695524,0.44466403162055335,0.9991340031725628,0.0002126100614960436,0.9987666192021795,0.23375054728239775,0.02846817097702347,0.15613363683223724,0.5,0.2530349119522179,0.0
small,30% noise,OOD noise,16,0.9299702290938037,0.011776017705808245,0.8980912175903428,0.9959101831866768,0.0008386160020415434,0.9934195269016698,0.6994471794736454,0.02637801264556695,0.6455840455840456,0.9919096320707002,0.0011468252833048012,0.9890235797754147,1.0208739377558231,0.22003737885142438,0.533004641532898,1.0,0.0,1.0
small,four obstacles,ID,16,0.9322464678510172,0.014900549397417157,0.893606740278223,0.9959733211392184,0.001066520741516246,0.9931880430074652,0.7281466597500819,0.04018930473066576,0.6345766129032258,0.9966164466169656,0.00048320396773557877,0.9956383582886906,0.5137306824326515,0.07506483737379485,0.33861880004405975,1.0,0.0,1.0
small,heteroscedastic noise,OOD noise,16,0.9470222068776547,0.0177877516151261,0.9013015447087619,0.9977476517247295,0.0008606708168517066,0.9950940005389965,0.7644959800719255,0.03916599078753411,0.6833631484794276,0.9914769132592032,0.0016400731523433432,0.9882503119825847,1.5696834679692984,0.18322283167302764,1.2446042895317078,1.0,0.0,1.0
small,mirrored kites,lsmlab-inspired,16,0.9344533742902914,0.013033867464404195,0.8966640323626053,0.9980067203817102,0.000598361570266372,0.995978438063255,0.7462340639847946,0.02151095378408499,0.7100840336134454,0.9952122019226033,0.0008949996032745648,0.993439774517282,0.915782954543829,0.17155025262643164,0.4888600707054138,1.0,0.0,1.0
small,one obstacle,ID,16,0.9885861187423688,0.010236321693351995,0.9582178932178932,0.9998626890991619,0.00012357226070610304,0.9994702851030455,0.928456510809452,0.056244125086767335,0.7712418300653594,0.9999780511171708,1.1305959738109714e-05,0.9999538969089943,0.02167455335438717,0.021483832373661298,0.0024430794874206185,1.0,0.0,1.0
small,six obstacles,OOD count,16,0.7774589303789614,0.02955749055155001,0.7222199292608062,0.9759631228104679,0.005348337377175357,0.9615487398265538,0.5187858947760504,0.0374861123393993,0.43198247535596934,0.9960868019868292,0.0007877361752074529,0.9943057277681483,0.7086975611746311,0.270322802713506,0.38777956366539,0.3125,0.23456964140030284,0.0
small,three obstacles,ID,16,0.9275636621389922,0.015958637946004713,0.8853000074033367,0.9967122308512211,0.0008200234572149004,0.9945829101889457,0.7141347731204817,0.04312340452760803,0.6082693947144076,0.9947496428997586,0.0009199775900030275,0.9923923111762913,1.4589355513453484,0.21693252038085573,0.9144851267337799,1.0,0.0,1.0
small,three stars,OOD shape,16,0.8426719284491462,0.018401474513118746,0.8022974082086262,0.9913904002138937,0.0017657301845429173,0.9872640501553022,0.5889259740709369,0.028206821086913865,0.5255754475703325,0.9956303301375633,0.0006517747305268781,0.9942140296363629,1.4324258156120777,0.21829953129214602,0.9423373639583588,0.875,0.16736686251067343,0.5
small,two crescents,OOD shape,16,0.7107496317834832,0.057071334817987214,0.5750383186749375,0.9947071331667413,0.0011760685421845565,0.9920343889124861,0.48579050315084776,0.05195623703768455,0.3508771929824561,0.9964845814541823,0.000778731242931921,0.9944498717571739,0.8322737365961075,0.13692600304475794,0.5129362195730209,0.25,0.21913466179497937,0.0
small,two obstacles,ID,16,0.9519236332022243,0.018832546620166465,0.9062143413817899,0.9985216934302338,0.0006178292288693051,0.9970588783706253,0.7868925454041231,0.057466978385888705,0.6511156186612577,0.9956336585689604,0.0009156946637987459,0.9933884768635233,0.8532246965914965,0.20435602245349574,0.2909650206565857,1.0,0.0,1.0
small,wavenumber 12,OOD frequency,16,0.9787689446294516,0.007451504251036537,0.9569602886907411,0.9991988635807014,0.0002758861747240308,0.998394332727689,0.8758635461527706,0.02836401639309016,0.8012820512820513,0.9909922092630465,0.0010895210955761633,0.9891365371360308,1.8727269545197487,0.36721093658342785,0.8382305800914764,1.0,0.0,1.0
