task,tag,K,prompt_len,design,cond,noise_var,prior_var,method,depth,heads,d_head,capacity_rank,capacity_regime,head_scheme,precond,temperature,projection_correction,softmax_vector_scale,seed,beta_mse_post,beta_mse_true,pred_mse_y,mean_mse_exact,exact_pred_mse_y,nll_iter,nll_exact,coverage_iter,width_iter,coverage_exact,width_exact,contraction_radius_mean,contraction_radius_max,precond_rank,eta_mean,proj_rank,proj_max,proj_min_nonzero,capacity_ge_K,first_grad_mse,last_grad_mse,attn_rank_first,attn_rank_last,attn_effrank_first,attn_effrank_last,attn_entropy_first,attn_entropy_last,layer_first_beta_mse_post,layer_last_beta_mse_post,layer_decay_ratio,log10_beta_mse_post,log10_beta_mse_true
weak_inverse,K8_cond10_below_H1_dh4_softmax_vector,8,128,correlated,10.0,0.02,1.0,softmax_vector,32,1,4,4.0,below,coordinate,scalar_opt,5.0,none,context,0,1.4581182313122554e-05,0.0023401295475196093,0.02103137201629579,1.650865806368529e-05,0.021027745911851525,-0.5120392888784409,-0.5121316462755203,0.95068359375,0.5725533291697502,0.95166015625,0.5725533291697502,0.8379665538668633,0.905566081404686,0.0,0.0009243422100553289,4.0,1.0,1.0,0.0,30.518139362335205,0.4324004426598549,4.0,4.0,3.924143612384796,3.924143612384796,4.8509804010391235,4.8509804010391235,0.3752400316298008,1.4581182313122554e-05,3.885933287414184e-05,-4.836207259883131,-2.630760099762686
weak_inverse,K8_cond10_below_H1_dh4_linear_richardson,8,128,correlated,10.0,0.02,1.0,linear_richardson,32,1,4,4.0,below,coordinate,scalar_opt,5.0,none,context,0,0.5637446716427803,0.5659840404987335,0.8230760022997856,0.8017857745289803,0.021361188497394323,17.984325885772705,-0.504764873534441,0.299072265625,0.5724309831857681,0.949462890625,0.5724309831857681,0.8380628302693367,0.9051363840699196,0.0,0.0009241700463462621,4.0,1.0,1.0,0.0,934242.8203125,870867.84375,4.0,4.0,3.9182518422603607,3.9182518422603607,0.0,0.0,0.746245838701725,0.5637446716427803,0.755469616391873,-0.24891754992475748,-0.24719581478532263
weak_inverse,K8_cond100_below_H1_dh4_softmax_vector,8,128,correlated,100.0,0.02,1.0,softmax_vector,32,1,4,4.0,below,coordinate,scalar_opt,5.0,none,context,0,0.08705744054168463,0.09535873029381037,0.17142296954989433,0.14964324049651623,0.020793410018086433,2.9598434269428253,-0.5178667232394218,0.6552734375,0.5723981335759163,0.9503173828125,0.5723981559276581,0.9809660613536835,0.9890513271093369,0.0,0.0006386844834196381,4.0,1.0,1.0,0.0,9.515744805335999,1.8376730233430862,4.0,4.0,3.713503122329712,3.713503122329712,4.851696968078613,4.851696968078613,0.6487327739596367,0.08705744054168463,0.1342009286978915,-1.0601941050968675,-1.0206395402177535
weak_inverse,K8_cond100_below_H1_dh4_linear_richardson,8,128,correlated,100.0,0.02,1.0,linear_richardson,32,1,4,4.0,below,coordinate,scalar_opt,5.0,none,context,0,0.6915897876024246,0.7005638256669044,0.9568728804588318,0.9363305494189262,0.021698641125112772,21.073084592819214,-0.49652570113539696,0.2890625,0.5725784078240395,0.9453125,0.5725784078240395,0.9809386730194092,0.9889948517084122,0.0,0.0006383343279594555,4.0,1.0,1.0,0.0,1664595.21875,1586907.875,4.0,4.0,3.753238618373871,3.753238618373871,0.0,0.0,0.9220919087529182,0.6915897876024246,0.750056728266966,-0.16015142838345348,-0.15455229168126108
weak_inverse,K8_cond1000_below_H1_dh4_softmax_vector,8,128,correlated,1000.0,0.02,1.0,softmax_vector,32,1,4,4.0,below,coordinate,scalar_opt,5.0,none,context,0,0.3302704021334648,0.3747870922088623,0.5317496582865715,0.5122290216386318,0.02109524724073708,11.326625347137451,-0.5104599855840206,0.4801025390625,0.5716064497828484,0.94873046875,0.5716064423322678,0.9976020231842995,0.998579703271389,0.0,0.0005029265157645568,4.0,1.0,1.0,0.0,2.829796642065048,1.7060027718544006,4.0,4.0,3.4592805206775665,3.4592805206775665,4.851936340332031,4.851936340332031,0.7422562316060066,0.3302704021334648,0.4449645293462965,-0.48113034476475464,-0.4262153747719756
weak_inverse,K8_cond1000_below_H1_dh4_linear_richardson,8,128,correlated,1000.0,0.02,1.0,linear_richardson,32,1,4,4.0,below,coordinate,scalar_opt,5.0,none,context,0,0.8088794946670532,0.8551120087504387,1.0368415862321854,1.0126958042383194,0.021237620385363698,22.984567880630493,-0.5067724026739597,0.3009033203125,0.5718328207731247,0.947509765625,0.5718328282237053,0.9976045116782188,0.9985556975007057,0.0,0.0005025087957619689,4.0,1.0,1.0,0.0,2394926.84375,2348867.96875,4.0,4.0,3.487989217042923,3.487989217042923,0.0,0.0,0.9434358775615692,0.8088794946670532,0.8574007893454965,-0.09211617393694256,-0.06797699451606276
weak_inverse,K8_cond10_at_H1_dh8_softmax_vector,8,128,correlated,10.0,0.02,1.0,softmax_vector,32,1,8,8.0,at,coordinate,scalar_opt,5.0,none,context,0,1.9318540580570698e-05,0.002313788252649829,0.022176676662638783,2.664501562321675e-05,0.022163557121530175,-0.48534345254302025,-0.4856399670243263,0.945068359375,0.5726575627923012,0.9454345703125,0.5726575702428818,0.8386508822441101,0.9069864079356194,0.0,0.0009215067329932936,8.0,1.0,1.0,1.0,55.42299270629883,0.63038170337677,8.0,8.0,7.375576198101044,7.375576198101044,4.8495495319366455,4.8495495319366455,0.37363630533218384,1.9318540580570698e-05,5.172512998466722e-05,-4.714025685464273,-2.635676388216387
weak_inverse,K8_cond10_at_H1_dh8_linear_richardson,8,128,correlated,10.0,0.02,1.0,linear_richardson,32,1,8,8.0,at,coordinate,scalar_opt,5.0,none,context,0,1.2735209111269796e-05,0.002308856463059783,0.021307971561327577,1.747771591453784e-05,0.021315101999789476,-0.5055795237421989,-0.5054087787866592,0.9508056640625,0.5725087225437164,0.9505615234375,0.572508729994297,0.8387309014797211,0.9056697264313698,0.0,0.0009222872540703975,8.0,1.0,1.0,1.0,1.3708020940583765e-08,4.035452461081945e-08,8.0,8.0,7.409748315811157,7.409748315811157,0.0,0.0,0.37812352553009987,1.2735209111269796e-05,3.3686689120353394e-05,-4.894993919555884,-2.6366030654538664
weak_inverse,K8_cond100_at_H1_dh8_softmax_vector,8,128,correlated,100.0,0.02,1.0,softmax_vector,32,1,8,8.0,at,coordinate,scalar_opt,5.0,none,context,0,0.11390485893934965,0.12284630071371794,0.27540114149451256,0.25359974056482315,0.021254801424220204,5.364376723766327,-0.5070236288011074,0.6085205078125,0.5723672807216644,0.9508056640625,0.5723673030734062,0.9808830320835114,0.9895021766424179,0.0,0.0006404715168173425,8.0,1.0,1.0,1.0,87.92729187011719,59.047019481658936,8.0,8.0,6.196523189544678,6.196523189544678,4.849552512168884,4.849552512168884,0.6496772170066833,0.11390485893934965,0.17529597808487307,-0.9434577494455856,-0.9106379169519802
weak_inverse,K8_cond100_at_H1_dh8_linear_richardson,8,128,correlated,100.0,0.02,1.0,linear_richardson,32,1,8,8.0,at,coordinate,scalar_opt,5.0,none,context,0,0.08616374246776104,0.09497710131108761,0.1750541552901268,0.15286817029118538,0.02151469048112631,3.0449072122573853,-0.5009869895875454,0.6492919921875,0.5722064673900604,0.9471435546875,0.5722064599394798,0.9808165803551674,0.9892566874623299,0.0,0.0006398523182724603,8.0,1.0,1.0,1.0,2.2546754241403733e-08,1.1406082656151284e-07,8.0,8.0,6.325828731060028,6.325828731060028,0.0,0.0,0.6541751399636269,0.08616374246776104,0.13170385987993632,-1.064675445993743,-1.022381089163452
weak_inverse,K8_cond1000_at_H1_dh8_softmax_vector,8,128,correlated,1000.0,0.02,1.0,softmax_vector,32,1,8,8.0,at,coordinate,scalar_opt,5.0,none,context,0,0.42662907019257545,0.47121481969952583,1.049203634262085,1.0224510431289673,0.021302987821400166,23.288269758224487,-0.5057683065533638,0.443359375,0.5718318894505501,0.95068359375,0.5718318670988083,0.9976040497422218,0.9985991716384888,0.0,0.0005022632976761088,8.0,1.0,1.0,1.0,132.99295616149902,360.64480209350586,8.0,8.0,5.042644441127777,5.042644441127777,4.849552094936371,4.849552094936371,0.7368261367082596,0.42662907019257545,0.5789549645185577,-0.36994955537021956,-0.326781059450754
